,x,y,cluster
0,-1.7084540375541961,2.722141638848773,8
1,1.9588763961322373,-0.30229690946644644,6
2,3.3515367568497565,0.1671752505105749,6
3,0.25929474503039573,-2.4246255944863493,5
4,0.9252062936602871,-0.021722140203112028,6
5,1.524547266686627,0.051587107381656845,6
6,-0.9574945852734572,1.3835978509194549,6
7,2.5614664762537123,5.462179617425373,6
8,1.362589880274883,1.8241895470650313,5
9,1.102871297181449,0.4504172303233247,6
10,-0.9267723736972208,-1.7246958765815894,6
11,-3.146683842681208,0.06502331493761382,5
12,1.1507329142444784,-1.3090742716889305,5
13,-0.7906150989635443,2.249467909152797,8
14,3.595503802096114,3.042744502662523,6
15,0.9723690787868942,-1.265921874899635,6
16,-2.8447894859570186,0.9038598952739609,7
17,-0.18713510217344223,3.3190783959993233,6
18,-3.7162490120775753,-0.8603421116226129,6
19,2.483690028705687,2.5398536873989808,6
20,-2.712847387620562,0.0987445678597414,5
21,2.4784820368343063,-1.9279786208739296,6
22,-1.4176441276643432,-0.020323236796933677,5
23,-2.587885054347242,-0.6501510427079176,6
24,-0.7473065314708006,-3.8403441642939806,5
25,-3.319651480894974,-1.2843875211402396,5
26,2.5151332517246967,2.2627393553734425,4
27,-1.780454324459787,-0.6567572580339627,7
28,0.9789096970059895,-0.7817238711765008,5
29,0.9649400339051137,1.4051564223467201,6
30,1.0043628418898436,-0.2713829982596288,5
31,0.6203357427700973,1.354797401450484,6
32,0.43674101020003514,-0.7026154211432009,5
33,-0.4597057340712242,2.4107778990661095,7
34,1.4278240437933085,1.7017304386193395,7
35,0.7463173929899677,-2.3296399437656903,6
36,2.136323145690321,2.41550375112201,6
37,1.9410799719645242,-7.205526606914426,5
38,2.5729726312799337,1.4434053458023919,5
39,-3.100185618582132,1.1803304471681741,7
40,-0.13507015721313215,-3.040536736867028,5
41,-3.132485810219467,0.7536087847636497,7
42,-1.1798764282033496,-4.179144530088164,5
43,2.180439254429267,1.2323271600732673,5
44,-0.5516472453562514,-0.6835023852435398,5
45,0.15645790469340162,-1.1971040954427914,5
46,1.2467142762720158,-3.5935171999144644,4
47,-0.8612404727505591,0.1385019856132894,5
48,-0.7867332217604158,0.042744320880833124,5
49,-1.9116299219299,0.4360505899524143,5
