,pc1,pc2,quality
0,-1.6195298795599207,0.4509500916987388,5
1,-0.799169934983954,1.856553060679231,5
2,-0.7484790927753526,0.882038861386796,5
3,2.3576726331784417,-0.269976009380687,6
4,-1.6195298795599253,0.45095009169874223,5
5,-1.5837072733679638,0.5691948836514886,5
6,-1.1014640297998555,0.6080149987840207,5
7,-2.2487076476621843,-0.4168347770060542,7
8,-1.08688652335271,-0.3085694951060097,7
9,0.654789524946074,1.6652073957838633,5
10,-1.1252042864555516,0.8605121934499288,5
11,0.654789524946074,1.6652073957838633,5
12,-3.0268610323220537,0.49353969150554466,5
13,1.538897730154385,-0.23512582864211343,5
14,1.5652680835125445,4.795247030492103,5
15,1.62124878697172,4.780069779618046,5
16,1.1745656164945657,1.1427982171557778,7
17,2.6952047401212003,1.2154942019635064,5
18,-0.7224383082083919,0.5046719140701382,4
19,3.335312755443257,0.7536687550166815,6
20,0.6236446132149641,0.4401133117154609,6
21,-0.20598453653144233,0.9679491803451135,5
22,0.6964073097695573,-0.3969987367022056,5
23,0.05310563473639028,0.41654274285123644,5
24,-0.8785553431477117,0.38113318629521675,6
25,-1.164634066513573,-0.6103550449558571,5
26,-0.23939378666814776,-1.1940107818795251,5
27,0.6964073097695573,-0.3969987367022056,5
28,-1.7352178389039372,0.5887956403312661,5
29,-1.322371735875427,-0.4104065861625197,6
30,-1.5597568101209225,1.161903745591346,5
31,-1.805565565221312,0.6709771974531882,6
32,-0.08957396557773332,1.564434616901826,5
33,-0.08680577790653934,4.397298606466498,6
34,-1.084095921204125,0.06216736337775434,5
35,-0.5616280919223088,0.5196887485516487,6
36,-0.8281130123869236,-0.9885227830518465,6
37,0.4340597392072058,-0.5495251925698872,7
38,-2.9866737062837445,0.3196738517227744,4
39,0.7643757415450936,1.0590984191309378,5
40,0.7643757415450936,1.0590984191309378,5
41,0.35088097525812145,0.7156797358082634,4
42,1.4013916934816493,-0.1977893882059011,6
43,0.3618357391778303,-0.6802530754908067,5
44,-2.1419993938305333,-0.593485881605645,5
45,-4.278923878473547,-1.2747746283135348,4
46,0.2332159387181506,2.4852782512364393,5
47,1.2330936764382157,-0.6704409729285511,5
48,-0.9392660840130556,-1.0731329349366368,5
49,-0.6578526240196982,0.4605080039769971,5
50,0.58840711674997,-0.5509120997524694,5
51,-1.5611171524589083,-0.5390383598932522,6
52,-1.5213443963697608,-0.7227802438943561,6
53,0.8463938492545285,2.1233610795119944,5
54,-0.2549825024898926,1.4610657534983358,6
55,-0.7114308045697104,1.5108724635086535,5
56,2.3010990792960433,-1.2849985020154449,5
57,0.3129421838187725,4.207417346631727,5
58,-0.7531984283695836,0.5697809827368956,5
59,-0.5179055290212006,-0.2586433499079565,6
60,0.5328216874303517,0.4379719597554108,5
61,0.7035815443154134,1.7969729990637182,5
62,-0.6975137387307151,-0.04081962017603378,7
63,-1.5579237630670408,0.6697502064718228,5
64,-1.7064217470405725,-0.4252041618930693,5
65,-1.7064217470405725,-0.4252041618930693,5
66,-1.060379564673157,-0.10342924789412754,5
67,-1.9577516485305138,-0.8544495329887065,5
68,1.4028244907340406,-0.0055845314200154645,5
69,-0.7579614574366573,-0.7224766700301715,6
70,-1.0002319849912464,0.16100674307506369,6
71,-0.7698008177239116,1.4264225633955065,5
72,-0.856474406711285,1.4154045384025675,5
73,-0.14632245481969167,0.4180857382398313,4
74,2.06958542304701,1.0904786124794337,5
75,0.913534633441859,-0.7510403841285906,5
76,0.913534633441859,-0.7510403841285906,5
77,-2.1689730846078437,0.2651316315335214,6
78,-1.6937334706249034,0.8770068202542394,5
79,0.8951946477362834,2.211040436330273,4
80,-1.3098477117449085,-0.9940466244625233,5
81,4.283261192004223,1.572256150275197,5
82,0.11963981771266215,0.9956804837205449,5
83,2.0992845306724925,1.496707079661807,5
84,-0.2791697507054987,-0.31094125744817475,6
85,-1.2988014359669457,0.21490749575253926,5
86,3.3214305188753435,1.5605729468658602,6
87,-0.5117532179144078,-0.5315275981352591,5
88,2.5084062998038124,2.1542727161666577,5
89,-1.3573052624731663,0.10164320174750857,5
90,-0.17482027443116152,3.0903702242958717,5
91,3.3214305188753435,1.5605729468658602,6
92,3.4105466977321393,1.500617791669349,5
93,-0.5117532179144078,-0.5315275981352591,5
94,-4.636036391631371,2.360364766561073,4
95,-4.094019331819058,0.06608664723218088,6
96,-1.8944707555842364,-0.07423860606089705,5
97,-0.3218311237726172,-0.7660024084017626,5
98,-1.5398143917383555,-0.17276696545579692,5
99,-0.21929930251454763,0.21121386147185556,6
100,-0.2905751605828076,-0.01753574448025128,6
101,-0.4651801589297119,-1.080165400249427,6
102,-0.21929930251454763,0.21121386147185556,6
103,-0.3441908257537425,0.60858795451916,5
104,-0.77868894077947,-0.4799043927220178,5
105,-0.3441908257537425,0.60858795451916,5
106,4.445114369043174,1.3811915826524759,5
107,-0.7906447831637805,0.7648055630788432,5
108,1.1214079467396174,0.5783470339096631,6
109,0.7760372372468173,3.516485261923819,5
110,0.3893093279982478,0.09999715107358279,5
111,-0.06692585277001442,1.2028885081278167,5
112,-0.020172858717519067,1.3668136410235538,5
113,1.6121262554314104,0.1578370906370605,6
114,0.3893093279982478,0.09999715107358279,5
115,1.1701730688001364,-0.2752938615977686,6
116,-0.12897340583861386,-0.196924130996943,6
117,-0.8436932927981643,-0.2370061648422678,6
118,-0.28529591777286706,0.05831345966772129,6
119,-1.3649561190483281,1.7724328640410782,6
120,-1.1259928612974173,2.0767039829790366,5
121,-0.28529591777286706,0.05831345966772129,6
122,-1.5080361038382304,-0.08902217130792842,5
123,-1.2702303585723314,0.5185231938554504,5
124,-0.9871753021645517,1.3689823337157785,5
125,0.6535981741938723,2.1992055364612892,5
126,-2.8305740549696408,-0.12966937903812997,5
127,-2.8865580775907134,-0.09821953821392149,5
128,-0.6489363791527086,-1.3198572292293915,7
129,-1.4351379917682594,-0.9030025936645801,5
130,0.7291803576305907,2.704134631517544,5
131,-3.1815674801918865,-0.22239202779346146,5
